contents,star,agree,date
Charged me $60 in one day when I tried to cancel my subscription. Very poor and wouldn't reccomend.,1,2,2020-06-08 22:53:34
It has fitness levels for everyone. Not too fast paced so that you can make sure your form is correct. I love it!,5,0,2022-05-14 22:51:20
"Not so free ""7 day trail"". Charging me full amount for an app i was ""trying"". Be careful what you get into",1,1,2023-05-01 22:34:48
Great app for beginners and for those wanting to take their physique to the next level. Highly recommend!,4,0,2020-05-21 17:52:43
Would love a couple things. 1. Being able to pin/save/favorite meditations 2. Where's Chris? Let's get him in to coach some of the workouts!,3,0,2020-03-30 23:25:50
"Love the ease and variety of the App. Great exercises, recipes, blogs and community.",5,0,2020-05-23 14:47:05
"Awesome workouts. Easy and delicious meals. I love that we get some HIIT, yoga, pilates and meditations. Loving it.",5,0,2021-03-14 00:18:48
"Love all the workouts, so many to choose from. Could do with a little bit more Chris though!",5,0,2020-07-11 11:22:45
Easy to follow and great flexibility/ diversity on the session and meals yo keep my weeks interesting!!,5,0,2021-07-01 11:10:22
"Awesome programs, but the app needs reviewing!! Impossible to cancel through app or website your subscription!!",3,0,2020-05-18 06:43:07
Excellent collection of workouts that includes a wide variety of disciplines for all levels of fitness.,5,0,2020-12-04 11:56:16
I just saw the app is offering 6 weeks of free membership online try to download to get to offer. The only one available is 7 days no cool.,1,1,2020-04-30 13:22:38
Only use the app for 3 days and I already love it. Workouts are great and I definitely feel it the next day.,5,1,2021-07-26 18:20:37
Loving the app! Best workout routine that I've been committed to in a long time when training at home.,5,0,2020-05-26 11:34:34
Excellent app to keep track of all your cycling data. This has helped me keep motivated by bettering my goals each time,4,2,2021-10-19 10:12:51
"App is great, there's something for everyone whatever stage of fitness your at. Meals are nice and super easy to use",5,1,2021-04-29 18:35:05
Amazing App. Love the programs so far. Looks easy but you will definitely feel the burn 🔥,5,0,2022-01-18 15:56:16
Way to expensive! Why charge so much for people to better themselves? Just for the standard option is 30 dollars a month. To much for me!,1,2,2020-11-23 16:59:19
Great work out and meal plan. A new program for beginners has been launched and I really enjoy it.,5,0,2022-11-24 15:31:44
"Great app, so easy to use and smooth experience. Well worth paying for it for the whole year",5,0,2021-02-18 09:34:43
A lot there. Once you get your head round all the variations you can see how best it can suit you.,5,4,2022-01-03 21:40:00
"This is the easiest most complete way to improved health and fitness that I have ever experienced. Do yourself a favor and jump in, you won't regret it.",5,0,2021-10-25 17:36:05
There is no app that provides a more comprehensive programme/ all round physical and mental. I love Centre,5,0,2020-06-08 01:50:59
So far I enjoy the variety of exercises and meal plan if you want it. Only had 10 days so will see how I feel in 6 months.,5,0,2021-04-11 01:24:18
"Love it! I've never had a training app with so much variety yet such solid teaching in every dicipline, thank you guys <3",5,1,2020-04-22 14:09:13
Great app. Meal recipes are good. I like the change of lifting routine every few weeks.,5,1,2021-08-19 10:13:21
Extremely flexible and useful in so many ways. Got in when it was on sale and I'm never going back lol,5,0,2021-02-04 21:37:34
"I tries many fitness app, but this is the best. This app contains a powerful workout and delicious food.",5,4,2019-12-31 12:08:03
Love this app! I've learned so many more types of workouts and better form for movements I already knew.,5,0,2021-04-15 13:06:40
"Brilliant program for overall health and well-being, including fitness, nutrition and mindfulness.",5,0,2022-02-20 20:16:31
Awesome app. Saw good results within 4 weeks following the program and avoiding carbs at night. Love it,5,0,2020-05-23 07:33:27
Really awesome at home little to no equipment. Really good for people with a tight schedule. Love it!,5,0,2020-12-08 21:47:32
"Great choice in workouts and meals, I love the mindfulness added to this app! Targets overall well-being mind body soul ❤",5,1,2021-03-22 16:49:51
"Unbelievable workout app, it has made such positive changes to my lifestyle, the way I work out, sleep and eat.",5,1,2021-09-17 13:20:52
I cancelled my subscription before covid and it still charges my account. We are struggling and they take money from us. Not cool.,1,5,2020-12-20 17:34:02
Great coaches. Good programs. Great music! Fresh and effective workout app 👌,5,0,2020-12-02 20:32:29
LOVE this app. Easy to follow workouts with minimum equipment if any. Comes with a fully supportive and fun community,5,0,2021-03-08 14:28:26
"Fantastic app! Its all done so well and professionally, with so many options. Loving it!",5,1,2020-08-23 10:44:40
Love this app. All my health in one place and the food menu is delicious. No need to think and plan put my week when Centr supports me with all of it,5,0,2021-02-17 15:44:48
"Great variety of work outs, meal and meditation options. Would have liked the option of logging and tracking personal weight and calculating fat %",4,0,2022-11-27 15:43:49
Great workouts. Also nutrition and meditation advise. Totally worth the subscription!,5,0,2020-06-03 13:06:42
Currently not working on either one of my android devices. Have uninstalled and reinstalled numerous times.,4,0,2020-04-24 13:02:46
I love the range of workout plans and meal options. Definitely 5 stars - love the app.,5,0,2020-09-18 00:50:22
"Workouts for every style and fitness level, plus recipes, meditations, your own planner -it has it all!",5,0,2021-12-10 17:15:33
"Best fitness app EVER!! Includes nutrition, fitness, and education!! I've lost over 100 lbs. with this app!!",5,1,2020-05-10 18:31:18
"Excellent nutrition and variety of training, never boring, always challenging!",5,0,2021-05-11 15:32:49
"More of a lifestyle app than a fitness app as no tracking of workouts, which is fine for me. Otherwise great app",4,0,2020-05-29 06:52:24
"Perfect for a Mum to workout at home while the kids are occupied, great coaches and all levels of training.",5,0,2020-05-31 23:09:31
These guys do a great job at explaining every workout and make you absolutely exhausted at the end but you feel great about yourself!!,5,0,2022-09-22 21:51:45
"I love the variation in workouts on this app, not the same thing day in and out. Makes it much more fun!",4,0,2020-09-16 20:29:08
It's good like the app but I work on a Samsung so I can't screen record so I think that's a little unfair hope they fix that.,3,0,2021-01-24 01:38:41
"I love everything about it! The workouts are amazing and to have the meal plans there for you, it's amazing!",5,0,2020-08-10 20:21:49
"So much variety in the training options, great food selection including for veg & vegan and I love the meditations.",5,0,2020-05-24 02:53:36
"The best fitness subscription I've had. Great workouts, never hungry and the treats options are divine!",5,1,2020-05-08 02:41:27
"App takes long time to load, and when it does load won't let me register..... hope that the app can get fixed",1,3,2021-04-01 03:56:24
"The six week trial, on the app it says 7day, I know this is a small thing but I came to try the app because of the Cris's offer an update for the offer would be appreciated, thanks for listening",4,0,2020-03-26 05:25:49
"Great app, plus it delivers some serious results if you maintain the self-discipline.",5,1,2020-04-17 07:34:33
Love this. It's a great way to keep motivated and following someone else's plan instead of coming up with my own is a game changer.,5,0,2022-10-11 12:07:49
This App is Fantastic! I only have one thing to say; it would be nice if we could cast it over to a big screen TV/Monitor.,4,0,2020-05-18 18:18:55
I haven't used an app yet that I truly loved...until now. Everyday I am sweating and hurting in the most amazing ways! Love this program!!,5,0,2022-12-21 17:17:52
Centr has everything. If you don't want a personal trainer I feel that this has everything. Great idea and I enjoy fitness much more.,5,0,2020-04-12 18:13:09
Not sure how to cancel my subscription on android? Unless i cant in the free trial but according to the FAQ its not an easy task so just beware if getting it on android !,3,3,2019-12-19 19:54:20
